序号,文章标题,URL
12,名创优品联名哈利·波特开启快闪；白敬亭代言tnt潮玩；卡牌闪魂首轮融资超亿元|谷子潮玩圈一周大事件,https://mp.weixin.qq.com/s/D8q59rxo211gsBU4n7b37A
13,蜜雪冰城的低价挡箭牌，扛得住东方明珠“扫射”，扛不住食品安全危机,https://mp.weixin.qq.com/s/NDBs82K431JviidwJQs0-Q
14,“铁粉”口中的东方甄选：小米的参与感，胖东来的价值观，一种超越购物的精神力量,https://mp.weixin.qq.com/s/Vg0RSUp0CC-yBXQapVa5LA
15,深度｜老铺黄金如何高奢破局,https://mp.weixin.qq.com/s/ZVmXX_fQoUJ58H4rcS6wSg
16,代言一天销售额超千万，田栩宁救得了黛珂中国市场吗？,https://mp.weixin.qq.com/s/MehA8AMRqW5g2CehIkOPwQ
17,始祖鸟北京打造全球首家“出发地门店”|一周运动服饰圈大事件,https://mp.weixin.qq.com/s/GeZHMY28ImHngHiE3O260Q
18,与其成为“第二个胖东来”，永辉超市不如“走自己的路”｜财报观察,https://mp.weixin.qq.com/s/eFv55GZD3A0vv-MmrrrbpQ
19,百雀羚进军医美赛道；资生堂因关税申报违规被罚；欧莱雅关停两韩妆品牌|美妆圈一周大事件,https://mp.weixin.qq.com/s/dM_vouuPBfaxXkBM4Ldhqg
20,龚俊代言Roye若也；于适代言朵朵棉；BONELESS携手蔡徐坤|一周代言人盘点,https://mp.weixin.qq.com/s/zTa3uJ3K1jOnLdy9KcTmbg
21,LABUBU将推迷你版；闲鱼华南首家循环商店落地深圳；阅文集团2025年上半年业绩显著增长|一周谷子潮玩圈大事件,https://mp.weixin.qq.com/s/qFOxvRIbgSrcqd6sgizTQw
22,茉莉奶白联名Loopy；奈雪的茶携手如鸢；麦当劳防弹少年团时隔四年再度合作|一周IP联名盘点,https://mp.weixin.qq.com/s/0PUdVxphpqKEDhyPDU5UPg
23,农夫山泉的“长期主义胜利”：十年，等来一个百亿茶饮业务 | 财报观察,https://mp.weixin.qq.com/s/k_0g9k2fbgHmKy7fHnF0pg
24,海底捞“不务正业”简史：从火锅一哥到“整活”狂魔,https://mp.weixin.qq.com/s/YRYjMTQs8wE8-soQ-68Gxw
25,恋缩时代降临，品牌七夕如何“过情关”？,https://mp.weixin.qq.com/s/scyqz-gKYdPf_wb1abpr8Q
26,美团“快乐猴”硬折扣超市杭州首店；可口可乐或折价出售Costa咖啡；喜茶试水拼好饭｜茶饮食品圈一周大事件,https://mp.weixin.qq.com/s/m_1wutZ9qGKNCx3c_Wm4-w
27,外卖大战第一轮复盘：阿里士气回归与蒋凡的立威之战｜财报观察,https://mp.weixin.qq.com/s/nXHiIkzrtQxeZlxKtC6YSQ
28,中国咖啡营销战：四个关键人物与三种打法,https://mp.weixin.qq.com/s/iXM6r8VWP1Qfbw2pnXCMdg
29,LABUBU迷你版发售引爆炒作风潮；宝可梦官方卡牌道馆广州开业；中网与Letsvan奇梦岛达成合作|一周谷子潮玩圈大事件,https://mp.weixin.qq.com/s/kK29L2-vdKlGLT6yvP_elw
30,波司登、安踏竞购加拿大鹅；可隆取代凯乐石成攀岩国家队新赞助商；361°千家门店上线美团|一周运动服饰圈大事件,https://mp.weixin.qq.com/s/6vFA22vgwzJf4_AEDxxYZQ
31,宝格丽官宣张元英；章若楠携手纪梵希；王楚钦代言清扬|一周代言人盘点,https://mp.weixin.qq.com/s/l0qgM5036FiCc29fJp_DaA
32,美妆联名回潮，但一半以上都是无效投入？| 2025美妆联名盘点,https://mp.weixin.qq.com/s/cl94_RzPDtcxTWi5JlTYZg
33,深度解析珀莱雅新任“掌门人”：侯亚孟组了一支怎样的队伍？,https://mp.weixin.qq.com/s/ao9xqUonnnLhJqvMo9u3Mg
34,珀莱雅战略投资花知晓；香奈儿中国强制裁员千人；上美股份营收利润双增|一周美妆圈大事件,https://mp.weixin.qq.com/s/B-dE1OrgMCvwBJODvUBKkQ
35,揭秘八马“高端”茶：50%贴牌代工，研发费用不足0.4%,https://mp.weixin.qq.com/s/r8F9uWr0D1cmGwKisjn4hw
36,柠季联名初音未来；林里联名不良人；霸王茶姬携手周生生“送金片”｜一周IP联名盘点,https://mp.weixin.qq.com/s/OG83QJNph8Ug3THEPpwkuA
37,番茄小说勇闯“谷圈”,https://mp.weixin.qq.com/s/wHFmhOh7pC2xWlAtRXooMA
38,乐刻运动签约国家举重队；耐克前高管出任Crocs新任CFO；Alo进军奢侈手袋市场｜一周运动服饰圈大事件,https://mp.weixin.qq.com/s/XWGhAQUpXgS4IdHdq3PA6A
39,Jellycat上海快闪店黄牛炒门票；TOP TOY日本首店开业；暑期档电影衍生品销售火爆|一周谷子潮玩圈大事件,https://mp.weixin.qq.com/s/5sw4a8fs_MR-KYP_G4BMWA
40,肯德基做轻食；海底捞卖甜品；香飘飘即饮业务首超冲泡产品|茶饮食品圈一周大事件,https://mp.weixin.qq.com/s/OYmJiE3F818KDh545VMD5g
41,赵燕的二次创业：“华熙生物永远在做最难、最苦、最傻的事”,https://mp.weixin.qq.com/s/QeEbjCnaJjJ9m-R6HgCSwQ
42,每瓶399元，邓紫棋代言，29度五粮液年轻人买账吗？,https://mp.weixin.qq.com/s/TPYcYLZzEI_LkAq9qLdVDg
43,为什么苹果今年愿意给标准版 iPhone 加高刷？,https://mp.weixin.qq.com/s/hit5NaVQWm_7-_tSwUiakQ
44,登上抖音男士护肤Top 1，海洋至尊为什么？｜品牌深壹度,https://mp.weixin.qq.com/s/EgFSHqgDtXODDlzWRb-J6g
45,“浙BA”背后的爆款制造机，橙狮体育如何用赛事点燃城市的烟火气？,https://mp.weixin.qq.com/s/MfIv0BGzntBoN-ZZnRmLZQ
46,鸣鸣很忙门店总数突破20000家；海底捞沃尔玛开社区店；霸王茶姬菲律宾三店同开｜茶饮食品圈一周大事件,https://mp.weixin.qq.com/s/tGkXHO_j-_pMFQ7ER9TdOw
47,2025明星带货力排行榜：从肖战、成毅到孙颖莎、王楚钦，谁是当下“真顶流”？,https://mp.weixin.qq.com/s/B3KldBKIdkHWJ9iueGmqGg
48,张新成携手一汽大众；倪妮代言凯迪拉克；大张伟携手极狐|一周代言人盘点,https://mp.weixin.qq.com/s/pIZLK7wxnqocwob2hay0Dw
49,失守中国奥委会赞助后，安踏军团从赛场包围领奖台,https://mp.weixin.qq.com/s/TzbUD3ADW6swaQgUsu5T6A
50,NIKE更新品牌口号“Why Do It”；始祖鸟任命Crocs前高管掌舵全球鞋履业务|一周运动服饰圈大事件,https://mp.weixin.qq.com/s/RpdLuvmJqRrHbC7z2oEprw
51,东边野兽入驻丝芙兰；范冰冰美妆品牌进驻马来西亚屈臣氏；薇诺娜借《巴黎合伙人》开设快闪｜美妆圈一周大事件,https://mp.weixin.qq.com/s/49hkxigkg6XQgZ8n0Khu9g
52,兔头妈妈携手《疯狂动物城》；KFC联动《大闹天宫》；奈雪的茶联动《哈利·波特》｜一周IP联名盘点,https://mp.weixin.qq.com/s/OQlqBB9w92a6xBlwvEqUlg
53,迪士尼中国举办2026消费品部启动大会；LABUBU二手价暴跌；贪玩获加菲猫家族IP独家授权｜一周谷子潮玩圈大事件,https://mp.weixin.qq.com/s/BTTS8uscSbRPRIYBI1VTCA
54,逐本创始人刘倩菲：美妆行业“卷效率”，逐本选择“卷模式” | 品牌深壹度,https://mp.weixin.qq.com/s/BdOOTH0N06NU1b7eqY4FHg
55,太二酸菜鱼半年关闭76家门店；蒙牛前总裁卢敏放加盟云峰基金；美团“快乐猴”13天连开二店｜茶饮食品圈一周大事件,https://mp.weixin.qq.com/s/1aHB_jBBdaoQZRkwy75FDQ
56,安踏高压反腐辞退74人；阿迪达斯与奥迪F1车队合作；萨洛蒙发布柴古唐斯十周年胶囊系列 | 一周运动服饰圈大事件,https://mp.weixin.qq.com/s/CmPAXC5MaZk2Guo9VQ6tsA
57,对话野人先生：“拒绝隔夜”写门头，0融资扛15年，借新茶饮红利破局｜品牌深壹度,https://mp.weixin.qq.com/s/hjZVSzGATDGKSDLgWNvEcg
58,Angelababy升任骆驼品牌代言人；景甜携手花西子；樊振东再代言Clinique倩碧｜一周代言人盘点,https://mp.weixin.qq.com/s/P_8aW4Rv1m5339GVAlplgQ
59,签下谢霆锋张震岳，但安德玛户外只是中国代理商的一场“快钱游戏”？,https://mp.weixin.qq.com/s/bm6c9JBBzHhz1i35Bchgqg
60,颖通旗下“拾氛气盒”加速扩张；观夏开设香港首店；巴黎世家复刻78年前首款香水｜美妆圈一周大事件,https://mp.weixin.qq.com/s/lRAS4GjtLht5WowAFwthpA
61,锚定成都“年轻力”，快手超级夏晚用三重创新，讲了一个“我们”的故事,https://mp.weixin.qq.com/s/Gp6XWtGbioeWYmk5mAHVCg
62,茉莉奶白联名上美影；奈雪的茶携手三角洲行动；瑞幸携手《崩坏：星穹铁道》|一周IP联名盘点,https://mp.weixin.qq.com/s/4_4PtNu7j5HaWBtPmCjz8Q
63,杨幂携手Jellycat；丁禹兮接替Champion代言人；樊振东再添两代言|一周代言人盘点,https://mp.weixin.qq.com/s/_j55-oy4xqLRXISFXciT5A
64,《阴阳师》九周年礼盒预售即破发；Labubu联名奢侈品；爱奇艺跨界卡牌半年销售额破亿|一周谷子潮玩大事件,https://mp.weixin.qq.com/s/mZZp45nTRmuO-ozyrYbifg
65,从IP打造说起，“惊彩”环球为何能成为北方秋季顶流打卡地？,https://mp.weixin.qq.com/s/VFkfXhbQfQyKbQ41L0zJSQ
66,麦当劳联名《黑神话》；肯德基联名《哪吒2》；科颜氏联名星星人｜一周IP联名盘点,https://mp.weixin.qq.com/s/1DusdGMOQV0GH0jABBrbWw
67,京东医美首开独立门店；小奥汀2克腮红249元；华晨宇跨界美妆|美妆圈一周大事件,https://mp.weixin.qq.com/s/CxscwxDtSO28K8Fl1eQpkw
68,快手 X 蜜雪冰城，一场出人意料的联名是怎么诞生的？,https://mp.weixin.qq.com/s/dG54lm-byZ0bE7ykMj_uhA
69,重用「明星」，狠抓「渠道」：美妆品牌“不强则死”｜上半年财报观察,https://mp.weixin.qq.com/s/8eWUZ2odF4wi-JVxVUGvaw
70,左手ROSÉ，右手HYROX，PUMA中国能跑赢全球颓势吗？,https://mp.weixin.qq.com/s/QsPKBdtIgBOlS_f_VKVWSA
71,一场炸山危机，让始祖鸟的奢侈品化转型阵痛藏不住了,https://mp.weixin.qq.com/s/IRuFf_XMUTOP0V985KcWPw
72,百果园折价募资超3亿港元偿债；蜜雪冰城回应柠檬水断货；水獭吨吨上新“东方轻乳茶” |茶饮食品圈一周大事件,https://mp.weixin.qq.com/s/2QcA6er8tzZYlo9kJbq9Dw
73,超1万名创作者齐聚，「2025抖音创作者大会」如何托举创作、为好内容输血？,https://mp.weixin.qq.com/s/i5rQFNxhQBIQ3f1YS4RBEQ
74,瑞幸联名猫和老鼠；茉莉奶白联名Loopy；奈雪的茶联名罗小黑|一周IP联名盘点,https://mp.weixin.qq.com/s/K47jsfbmqDxAiYTZ3nxSkg
75,一汽大众、伊利试水AIGC营销，超53%的广告主开始为“效率革命”买单 | 营销观察,https://mp.weixin.qq.com/s/aq2Dsi9cTfQ_FQJF8dtFng
76,肖战代言美团团购；成毅代言GAP中国；徐明浩携手尊尼获加耀澄|一周代言人盘点,https://mp.weixin.qq.com/s/-zuTz5nR7Q2X8yjrff3-9Q
77,关停C2C、All in“官方验”，「转转」十年间的减法与增量,https://mp.weixin.qq.com/s/0BX6p0qooX605TtWz-eVIg
78,从 “拒绝代言” 到签约易烊千玺，理想汽车借力明星代言走出转型低谷？,https://mp.weixin.qq.com/s/2GfFj1G2mUkBfo_phl8jYA
79,卷成红海的3C数码赛道，品牌营销如何突围？,https://mp.weixin.qq.com/s/hWhNqYeLT91smB8NGGTSjA
80,Chiikawa内地首店登陆上海; Hitcard推进上市进程; 阿里巴巴投资潮玩品牌AYOR TOYS|一周谷子潮玩圈大事件,https://mp.weixin.qq.com/s/lukk09t0fW-CB-IY1xRD8A
81,小米高端化执念：小米17发布会，雷军提了37次苹果,https://mp.weixin.qq.com/s/HeKF8LsbvMEkchjK6qARgg
82,LVMH完成对Moncler间接投资；迪卡侬联手天猫升级即时零售；Lululemon增长失速|一周运动服饰圈大事件,https://mp.weixin.qq.com/s/xqwDxNUzF_xhRosAYHKIdg
83,“厦门帮”求生记：豪掷500万招CMO，服务药企卖到百亿,https://mp.weixin.qq.com/s/0p6hzKLiou7ENSFBCB-NDg
84,TOP TOY冲刺上市：大店+海外+收购IP+明星营销，托起一个“潮玩大超市”,https://mp.weixin.qq.com/s/Hw2N8k5lmR3xUD2ajJ4r3g
85,00后创作者在抖音重新定义爆款,https://mp.weixin.qq.com/s/tOPwWO9FNJM3rZw4um94AQ
86,GAP中国两年半“自救”上岸：签约成毅、全渠道“刷分”、全国拓店,https://mp.weixin.qq.com/s/lznBdCSTTzAC3dLnIGB-lg
87,LABUBU大阪世博会吉祥物联名引爆市场；中网奇梦岛联名潮玩上架即售罄；蜜雪冰城首推卡牌|一周谷子潮玩圈大事件,https://mp.weixin.qq.com/s/uaWLSimDLkwQ542nPg5Nyw
88,国庆热卖，始祖鸟的环保危机就这么过去了？,https://mp.weixin.qq.com/s/Q3XzVpC-8HAQa8bw3gxZpw
89,露华浓任命雅诗兰黛原高管；LVMH美妆孵化器首度出售品牌；欧莱雅被曝仅有意收购阿玛尼美妆业务|一周美妆圈大事件,https://mp.weixin.qq.com/s/nUlS4ZeMcYHBKcR1l4I_lA
90,李宁携手肖战推“故宫百年”系列；红杉中国拟收购Golden Goose；PUMA与HYROX续约｜一周运动服饰圈大事件,https://mp.weixin.qq.com/s/oakV5AyVm08HIz79xfEWpQ
91,星巴克全球收缩；太二酸菜鱼预制菜进驻山姆；拼多多测试订餐服务|一周茶饮食品圈大事件,https://mp.weixin.qq.com/s/KlT2cdu3Z9WIRU8bd6JDaA
92,584万年轻人围观“汉堡压月饼”，月饼“求生战”转向健康与宠物,https://mp.weixin.qq.com/s/8fpgJxrBlEjp4MjF26DuiA
93,蜜雪冰城重庆开超1000平米旗舰店；光明乳业12亿出售新西兰亏损资产；达美乐中国前三季度净增275门店｜一周茶饮食品圈大事件,https://mp.weixin.qq.com/s/E24iOKlLgdxm2lNxxfUrRg
94,未来已来？荣耀ROBOT PHONE与它的AI手机价值观,https://mp.weixin.qq.com/s/IZ715ATr-buBwq33mM6q_g
95,拒绝内卷，vivo靠“演唱会女孩”突围,https://mp.weixin.qq.com/s/pt40nhi6AhVZzbNgUvAfkg
96,遭遇“身份危机”，从瑜伽裤到全品类的 lululemon 急需一个新人设,https://mp.weixin.qq.com/s/-CTucLyelQ1trQ49nqVZQA
97,那艺娜、CP粉、语音厅…好望水给饮料营销上了一堂“流量敏感”课,https://mp.weixin.qq.com/s/jew_aUlbsv49u5H9msNyfg
98,Nike与周杰伦主理品牌合作；Vuori在三里屯开店；喜马拉雅烟花秀事件调查结果公布|一周运动服饰圈大事件,https://mp.weixin.qq.com/s/9rSbifsPKRZHGdHsgCBHcg
99,Pocket 3直降900，大疆的“危机感”从何而来？,https://mp.weixin.qq.com/s/w5aXVxy2TNVoGjjPLIIgGg
100,双十一前夜，李佳琦们带领国货美妆在巴黎完成“品牌路演”,https://mp.weixin.qq.com/s/CtwPK9nxqtd1i4REtEdCZA
101,林俊杰代言王者荣耀；杨幂代言SIINSIIN；孙颖莎携手香飘飘｜一周代言人盘点,https://mp.weixin.qq.com/s/sPZExo6eIkgOdSs83IkQFA
102,必胜客联名鬼灭之刃；肯德基联动无限暖暖；瑞幸携手王者荣耀十周年|一周IP联名盘点,https://mp.weixin.qq.com/s/SEwj7rHjgpU_xRHDhenqgA
103,膜法世家合作虚拟偶像T.萨满；毛戈平市值跃居国货美妆榜首；敷尔佳上半年净利暴跌33%｜一周美妆圈大事件,https://mp.weixin.qq.com/s/i6nOUoEQcrhJnlraXbpRiw
104,名创优品登陆巴黎时装周；LABUBU iPhone联动；灵犀智能发布星座AI潮玩｜一周谷子潮玩圈大事件,https://mp.weixin.qq.com/s/gDG15BA8ny4nGvNjBdoS5A
105,京东七鲜首创“24小时菜”；香飘飘全国首店落户杭州；洪九果品面临港交所退市裁定｜一周茶饮食品圈大事件,https://mp.weixin.qq.com/s/6D8BPrc-pbjDwaWQDXnJHQ
106,拆解京东“电玩惊喜日”，全明星矩阵如何打响双11首战？,https://mp.weixin.qq.com/s/wnYVwIOJQtijVgryvSD_GA
107,“水果第一股”的坠落：洪九果品从600亿市值到强制退市警示录,https://mp.weixin.qq.com/s/KYbKIIn3OhLzBLW9CrnegQ
108,若羽臣港股IPO背后：卖爆的绽家与“没听过”的消费者,https://mp.weixin.qq.com/s/R47ZHlaW-rbzRxFMK1TWtQ
109,赛事聚焦、话题发酵，体育营销走向「全民化」,https://mp.weixin.qq.com/s/NGA1Sj-GELr4gvZ-ISU7DQ
110,杨幂代言背背佳；刘宇宁携手京东；孙颖莎代言+2｜一周代言人盘点,https://mp.weixin.qq.com/s/WgMMIXOJqaastbLUGcqaUg
111,库迪携手英雄联盟；茶百道联名黄油相机；肯德基联名《间谍过家家》|一周IP联名盘点,https://mp.weixin.qq.com/s/wbmfG0iDbaIKuPzSAjcTUQ
112,36天“超长大促”静悄悄？LTV、AI、出海、即时零售是4个新战场,https://mp.weixin.qq.com/s/gC8mcBZy1MOP-MYvzCB4KA
113,拍月亮变“P月亮”，当手机摄影被AI算法入侵,https://mp.weixin.qq.com/s/qhYhEZM-RC7y6YszvVKbkg
114,飞鹤重启“中国宝宝”战略，能否挽回消费者“老化的信任”？,https://mp.weixin.qq.com/s/1KwAQ3vGQwCRMh5P2F6dzw
115,丸美旗下春纪全线退场；菲婷丝再度暂停IPO；花知晓首尔快闪引爆排队潮|一周美妆圈大事件,https://mp.weixin.qq.com/s/i9hv5rft21FN0PKG_jFgww
116,优衣库联名疯狂动物城；古茗联名蜡笔小新；瑞幸携手VOGUE｜一周IP联名盘点,https://mp.weixin.qq.com/s/Y7CmZLLTCCHBEh4g1hS4ow
117,MINISO LAND出海、发力自有IP，名创优品如何腾笼换鸟？｜曼谷现场直击,https://mp.weixin.qq.com/s/ZAichyuQmBb65_zhlxnfog
118,影视飓风把T恤卖爆20万单，一场Tim的「自媒体上限探索实验」,https://mp.weixin.qq.com/s/et7x5bn9pdF-Yh3tuvhn_w
119,骆驼官宣迪丽热巴；企鹅官宣Angelababy；杨幂代言凯度｜一周代言人盘点,https://mp.weixin.qq.com/s/J01ny0BCHOlOG9Sv9rK1fg
120,Norrøna线上线下同步开店；特步李宁鸿星尔克入驻美团闪购；阿迪达斯Q3创新高｜一周运动服饰圈大事件,https://mp.weixin.qq.com/s/NvHahyDdMC6nUg3AVpnTPg
121,窗帘产业带的转型样本：直播间里，藏着600家门店的增长密码,https://mp.weixin.qq.com/s/usZlAfNrGzYu3aSGDxWHwA
122,京东「造车」，一场轻资产模式对传统汽车业的叩问,https://mp.weixin.qq.com/s/eGZUhQDHigjlJuftXsi_mQ
123,性能是标配，羽绒服卷向「时尚单品」｜消费观察,https://mp.weixin.qq.com/s/NtyArYSxdkJW2O5Y3EXMnA
124,郑钦文孙颖莎谁更吸金？| 体育明星商业价值排行,https://mp.weixin.qq.com/s/So3OIzZRUIu1UE1jpbjUlw
125,虚拟偶像迎来AI时刻：从“烧钱”到“生钱”的跨越,https://mp.weixin.qq.com/s/Z9AAOyYOqqEwcu_qQy842g
126,封关前三亚的最大盛会，凭什么是无忧之夜？,https://mp.weixin.qq.com/s/atNI9QvuxWLH4EQIyYYhIQ
127,辛芷蕾官宣鄂尔多斯；孙颖莎代言Keep；龚俊代言自然堂｜一周代言人盘点,https://mp.weixin.qq.com/s/V6UH7zmXTDkTwmLIxPSNdw
128,苹果与F1达成独家转播合作；威富集团Q2营收超预期；滔搏业绩承压下转型；|一周运动服饰圈大事件,https://mp.weixin.qq.com/s/iGcLCPWUIT6YWdLX8yJj7g
129,名创优品海外首家MINISO LAND；泡泡玛特中东首店；奥飞娱乐前三季度业绩下滑｜一周谷子潮玩圈大事件,https://mp.weixin.qq.com/s/ng7nqDh0fL_q_5DC6IsDYQ
130,瑞幸联名鬼灭之刃；必胜客联动炉石传说；茶百道联名天地剑心｜一周IP联名盘点,https://mp.weixin.qq.com/s/Zqrv77V9TSEszgvgyz0-Iw
131,淘宝闪购双11首次参战；支付宝首页新增“高德团购”入口；奈雪生活全国首店关闭｜一周茶饮食品圈大事件,https://mp.weixin.qq.com/s/cdd47dCnD_abTYtmsM1aGA
132,梓渝引爆2亿GMV、杨幂穿背背佳上热搜，杨颖代言企鹅引争议，谁是双十一有效代言？,https://mp.weixin.qq.com/s/n_6-T1OGGqQ-_PjW93wRig
133,谷雨六天两笔战略投资；雅诗兰黛业绩强势反弹；爱马仕最早于2028年推护肤品｜一周美妆圈大事件,https://mp.weixin.qq.com/s/L5GEDW9sORVnVyudg0eu6g
134,星巴克中国出让控股权；汉堡王中国控股权争夺； 杨国福回应“天价豆芽”|一周茶饮食品圈大事件,https://mp.weixin.qq.com/s/46JKf_5iYmkSuZMgwjeFmQ
135,金山办公入选福布斯中国出海全球化TOP30 三季度WPS 365业务收入同比增超71%,https://mp.weixin.qq.com/s/c_cA7oT9dmodyWjxTit4Zg
136,五大品牌矩阵，230+授权专利，多项产品领跑双十一，自然堂做对了什么？｜品牌深壹度,https://mp.weixin.qq.com/s/Vg6bCm7taRhQaYki0NOX3w
137,突发 | 星巴克中国出售60%股权给博裕资本，后者4月刚买下“中国店王”SKP,https://mp.weixin.qq.com/s/2QGwqyEV6YTmopc-gju8tA
138,明星直播翻车竟让品牌买单？self-portrait 的 “流量赌输” 现场,https://mp.weixin.qq.com/s/NZEWcc1F_gf0DK279rs73w
139,彪马裁员900人；耐克加码女性市场；比音勒芬增收不增利|一周运动服饰圈大事件,https://mp.weixin.qq.com/s/0LQoHV0H__x2aSUKl3L0fQ
140,东哥的饭，七鲜的局：一条朋友圈如何引爆品牌与销量？,https://mp.weixin.qq.com/s/1pyutw3WAzJVRJhpP2pcNw
141,把自己作为方法：“厂二代”创新店播，“包包大王”穿搭圈粉,https://mp.weixin.qq.com/s/GMnyf3BcFyU94JA6ua2MKQ
142,撕裂的舆论背后，全嘻嘻如何「踩着争议」收获500万粉丝？,https://mp.weixin.qq.com/s/nhhr092-leFux2PcEq7uDA
143,丸美因财务不规范遭警示；雅诗兰黛联名王者荣耀十周年；方玉友入股LVMH关联基金 ｜一周美妆圈大事件,https://mp.weixin.qq.com/s/Xe12w0HphaTjcKVjp_rUXw
144,汉堡王中国易主CPE源峰；百胜中国Q3经营利润创新高；农夫山泉怡宝切入即饮咖啡市场｜一周茶饮食品圈大事件,https://mp.weixin.qq.com/s/5ZhbCu7URr5o0w2qaqZecA
145,社媒没声，电商卖爆，FILA双11靠网球高尔夫翻身？,https://mp.weixin.qq.com/s/x10ihC_U_mHcfK4cx3RJNQ
146,泡泡玛特直播事故；沃尔玛出台卡牌限购令；宝可梦官方卡牌道馆落户上海五角场｜一周谷子潮玩圈大事件,https://mp.weixin.qq.com/s/D2d0ZXOfVb4zlWLNPPGf7w
147,拖欠广告费却高喊“平替始祖鸟”，美特斯邦威这场转型到底栽在哪？,https://mp.weixin.qq.com/s/5reEEPNDk7hPS6TiJh6UFQ
148,安踏高管轮换大棋：姚剑拓欧，马磊救火，千亿帝国寻新舵手,https://mp.weixin.qq.com/s/4wLm_hJ9tuC_8bA7QKl5mw
149,手机厂商入场，能治好AI潮玩的“人工智障”吗？,https://mp.weixin.qq.com/s/Zy06-MIqUdI0XKeYs2Y1CQ
150,库迪联名柯南；熊喵来了联动上美影；林里携手康师傅｜一周IP联名盘点,https://mp.weixin.qq.com/s/trka_hzGSFaaM5Q0_BvWUA
151,蔡徐坤代言慕拉得；吴磊官宣迪桑特；于适携手上海滩｜一周代言人盘点,https://mp.weixin.qq.com/s/21lLxhMXx8b4BS3gsypNrg
152,持续缺货，供不应求，AI眼镜迎来“iPhone时刻”了么？｜对谈Rokid,https://mp.weixin.qq.com/s/2f5kxL4jMTRz18-VyenYaQ
153,京东推出外卖独立APP；遇见小面冲刺“中式面馆第一股”；柠檬向右“向佐向右”一日店长活动破圈｜一周茶饮食品圈大事件,https://mp.weixin.qq.com/s/xO0pQaR7t7cndrti0hzbTw
154,藏在双11购物车里的消费态度：为悦己消费、为价值买单,https://mp.weixin.qq.com/s/EsLYToVIqF51L5yvjJwfIg
155,直播首秀超千万、成助农模版：李福贵如何成为「助农顶流」？,https://mp.weixin.qq.com/s/Psv7atO3W6JoWJNsygry9Q
156,60万代言费撬动1200万GMV，花间颂如何靠小明星拿下大生意？| 代言人观察,https://mp.weixin.qq.com/s/Nk-kOnbsrbvk2zrC_JIJMw
157,汉堡王、Costa、哈根达斯：国际消费品牌批量迎来「中国资本」买家,https://mp.weixin.qq.com/s/wop6narRoHCNAU56ZOwQlg
158,麦当劳、瑞幸、百事、优衣库等联名疯狂动物城2｜一周IP联名盘点,https://mp.weixin.qq.com/s/KQDRGYnOfURhPZjrLf9dLA
159,侯明昊代言欧拉；杨超越代言蓝月亮；王楚钦奔驰新title｜一周代言人盘点,https://mp.weixin.qq.com/s/_QMFUOqgm9SbSFfHM6AwsQ
160,加拿大鹅直营业务连续三季度增长；昂跑亚太地区Q3增长109.2%；李宁升级冠名羽超联赛｜一周运动服饰圈大事件,https://mp.weixin.qq.com/s/A-2mkCXjDYh3w3peFBaDrw
161,巨星传奇股价飙升；OHKU成黑马领跑品牌出海；迪士尼发布Q4财报｜一周谷子潮玩圈大事件,https://mp.weixin.qq.com/s/EQW5O-99qfMmYPDPSJcpNg
162,10万商家涌入，罗永浩之后，百度开始“批量制造”超级主播,https://mp.weixin.qq.com/s/W764hM3MOUA6eTmpDcPFDA
